BALACHKY PACKAGED BINARY TRACE MANIFEST
Paths are relative to the Balachky onedir root.
Binary count: 269
Version source: PE FileVersion; when absent, owning-package METADATA or companion-runtime PE provenance.
Hash command: Get-FileHash -Algorithm SHA256 -LiteralPath <file>

BINARY TRACE BEGIN
file	version	upstream	license	sha256
_internal/av/filter/loudnorm.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	94911480e2e59f30dc84af1b14c52f7f8b56ec55aad441602d84458900f704bb
_internal/av/format.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	75dfc78440fe4a573c639a2967998bf743c9aa0273bc2ab23399dd197d2f633e
_internal/av/frame.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	aa81d592774f24cd221913c80245df32af72833bc9b1ad1029a92b2a85c9fd6b
_internal/av/index.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	a139954791e6431fb863d0a5b18e25b81944bfb65e3fa3c3edb146c7c4546a60
_internal/av/logging.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	e61e3476ba2915cb88e242fc14a2f5f7e832934ad8defa4ab63b28cb48cd815e
_internal/av/opaque.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	8766f6f60a3e850b2ea8af37af96c49594a1b57dcc4f90a64c30be050462a264
_internal/av/packet.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	0ace6d7ca9a85b16b3ca60470646c0ab7fd58aeeef341723b87b9ac2f6d51c38
_internal/av/plane.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	0c054a3418d34b42368e798b736629689297fe0e9af6e8934e713488bc34c2ef
_internal/av/sidedata/encparams.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	60dfd51844d6bd3e1bcf48c66b58fc94603bb82ab3210961e8732ffcd3dae3c3
_internal/av/sidedata/motionvectors.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	73922c00e6161a5b4b7e758cbb69afa92ab5216b5c04da13972c826f4f631775
_internal/av/sidedata/sidedata.pyd	av 18.0.0 (METADATA)	https://github.com/PyAV-Org/PyAV	BSD-3-Clause	8c3892326212f10070f89ae61154e1905cadfba645e4e080f5f4de51b88e989d
